.id,X.,Heb.je.een.Kamer.van.Koophandel.nummer.,Wat.is.jouw.professionele.titel.,Met.welke.activiteit.verdien.je.het.grootste.deel.van.je.omzet.,Waarom.heb.je.je.aangemeld.voor.dit.programma.,Hoeveel.nadruk.denk.je.dat.er.gaat.worden.gelegd.op..Business.skills..,Hoeveel.nadruk.denk.je.dat.er.gaat.worden.gelegd.op..Artistieke.skills...,En.hoeveel.nadruk.denk.je.dat.er.gaat.worden.gelegd.op..Psychologische.skills..,Is.er.naast.Business..Artistieke.en.Psychologische.skills.nog.een.soort.skills.die.niet.genoemd.is.en.die.je.wel.erg.belangrijk.vindt..,Welke.soort.skills.mis.je.nog.in.de.voorgaande.vragen.en.wil.je.wel.op.focussen.in.de.training.die.je.gaat.doen.,Hoeveel.nadruk.denk.je.dat.er.gaat.worden.gelegd.op...field.81db4bc4.62bf.4021.b511.b9f01866065f....in.de.training.die.je.gaat.volgen.,Aan.welke.onderdelen.denk.jij.het.meest.te.hebben.om.jouw.doelen.te.bereiken.,Kun.je.toelichten.waarom.je...field.a3329bb5.67ab.418c.a388.237285d8ecda...hebt.gekozen.,Wat.is.je.maandelijkse.omzet.,Welk.deel.van.je.omzet.verdien.je.met.je.creatieve.activiteiten.,In.de.komende.12.maanden.wil.ik.praktische.experimenten.doen.om.oplossingen.te.bedenken.voor.mijn.klanten.en.opdrachtgevers...,In.de.komende.12.maanden.ben.ik.van.plan.om.een.prototype.te.ontwikkelen.voor.een.product.of.dienst...,In.de.komende.12.maanden.ben.ik.van.plan.om.een.waardepropositie.te.ontwikkelen...,In.de.komende.12.maanden.ben.ik.van.plan.om.mijn.waardepropositie.te.testen.in.de.markt...,In.de.komende.12.maanden.ben.ik.van.plan.om.te.stoppen.met.mijn..bij.baan.of.veel.minder.tijd.aan.mijn..bij.baan.te.spenderen..zodat.ik.me.kan.focussen.op.mijn.onderneming...,In.de.komende.12.maanden.ben.ik.van.plan.om.mijn.eigen.geld.in.mijn.onderneming.te.investeren...,In.de.komende.12.maanden.ben.ik.van.plan.om.een..extra..zakelijke.bankrekening.te.openen.....,In.de.komende.12.maanden.ben.ik.van.plan.om.dure.apparatuur.aan.te.schaffen.voor.mijn.onderneming.....,In.de.komende.12.maanden.ben.ik.van.plan.om.te.zoeken.naar.financiering.voor.mijn.plannen......,Ik.herken.altijd.kansen,Ik.ben.creatief,Ik.kan.goed.problemen.oplossen,Ik.ben.een.goede.leider,Het.is.makkelijk.om.met.anderen.te.communiceren,Ik.heb.altijd.nieuwe.ideeën,Ik.maak.makkelijk.contact,Ik.heb.zelfvertrouwen,Ik.heb.analytisch.vermogen,Ik.ben.optimistisch,Ik.hou.van.authenticiteit..bij.jezelf.blijven.,Ik.ben.doelgericht,Ik.ben.daadkrachtig,Ik.ben.nieuwsgierig,Ik.heb.discipline,Ik.heb.sociaal.adaptatievermogen,Ik.ben.communicatief,Ik.ben.efficiënt,Ik.heb.verantwoordelijkheidsgevoel,Ik.heb.doorzettingsvermogen,Ik.heb.zelfkennis,Ik.heb.empatisch.vermogen,Ik.ben.goed.in.leiderschap,Ik.ben.stressbestendig,Ik.doe.altijd.goed.mijn.best..ook.wanneer.het.moeilijk.is,Ik.stop.veel.energie.in.het.verbeteren.van.mijn..werk.resultaten,Ik.probeer.altijd.extra.verantwoordelijkheden.te.nemen,Ik.probeer.betere.resultaten.te.halen.dan.mijn.vakgenoten,Als.ik.plannen.maak.weet.ik.zeker.dat.ze.werken,Als.ik.iets.goed.doe..komt.dat.door.mijn.vaardigheden.en.niet.door.geluk,Wat.mij.overkomt.komt.door.mijn.eigen.gedrag,Veel.ongelukkige.gebeurtenissen.in.het.leven.van.een.persoon.komen.door.pech.,Een.goede..creatieve..business.hebben.komt.voornamelijk.door.op.het.juiste.moment.op.de.juiste.plek.te.zijn,Soms.heb.ik.het.idee.dat.ik.niet.genoeg.controle.heb.over.mijn.leven,Niets.is.interessanter.dan.leven.onder.steeds.veranderende.omstandigheden,Innovatieve.mensen.en.mensen.die.risico.s.nemen.bereiken.meer.in.het.leven.dan.geordende.mensen,Als.je.echt.wilt.genieten.van.je.vakantie..moet.je.deze.goed.plannen,Hetzelfde.doen.op.dezelfde.plek.voor.een.lange.periode.leidt.tot.een.gelukkig.leven,Start.Date..UTC.,Submit.Date..UTC.,Network.ID,Tags
WerktuigPPO |  May,ihgal136vqdk0tq2p2wvcihgal04ose8,Ja,creative director,adviserend,"Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik de waarde van mijn creativiteit wil bepalen,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mezelf meer als ondernemer te profileren,Om mijn omzet te vergroten,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik een gebrek aan zakelijke kennis heb,Anders",7,7,9,0,,NA,,,€ 2.500 - € 3.000,50,Neutraal,Niet mee eens,Mee eens,Helemaal mee eens,Neutraal,Mee eens,Neutraal,Neutraal,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Neutraal,Mee eens,Neutraal,Neutraal,Mee eens,Niet mee eens,Niet mee eens,Mee eens,Helemaal niet mee eens,Niet mee eens,2022-06-09 10:22:08,2022-06-09 10:30:46,e7dbeb9757,NA
WerktuigPPO |  May,8fhsk8x3a0j8fm18fhsk8xw5lkcunxik,Ja,theatermaker,"theater maken, regisseren","Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik een (fulltime) creatieve professional wil worden,Om mijn bestaande creatieve onderneming beter te leren managen,Om mezelf meer als ondernemer te profileren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders,Om mijn omzet te vergroten",7,10,8,0,,NA,,,Minder dan €1.000,100,Mee eens,Niet mee eens,Neutraal,Niet mee eens,Mee eens,Helemaal mee eens,Neutraal,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Niet mee eens,Niet mee eens,Niet mee eens,Mee eens,Niet mee eens,Niet mee eens,Niet mee eens,Niet mee eens,Mee eens,Niet mee eens,Niet mee eens,2022-06-09 08:13:21,2022-06-09 08:20:07,0c7123a489,NA
WerktuigPPO |  May,j837vgya7kfyg6hdx5j837vgv3b77dy0,Ja,Fotograaf,Fotograferen,"Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Om mijn persoonlijke vaardigheden te verbeteren,Om mijn omzet te vergroten,Om mezelf meer als ondernemer te profileren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders",10,4,10,0,,NA,,,Meer dan € 5.000,100,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Helemaal mee eens,Neutraal,Helemaal mee eens,Neutraal,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Niet mee eens,Niet mee eens,Mee eens,Neutraal,Niet mee eens,Helemaal niet mee eens,2022-06-09 08:04:51,2022-06-09 08:12:46,b53b15f8f0,NA
WerktuigPPO |  May,k6woj5oo3d0pcoeu0qugevh2k6wobhm1,Ja,Coach voor freelance musici en hoboïste,Kantoorbaan,"Om mijn bestaande creatieve onderneming beter te leren managen,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mezelf meer als ondernemer te profileren,Om mijn omzet te vergroten,Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders",10,1,10,1,Balans werk en privé. Duurzame loopbaan,8,Praktische verbeterstappen zoeken,Ik ben erg van concrete stappen met duidelijke doelen,€ 2.000 - € 2.500,50,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Neutraal,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Helemaal mee eens,Neutraal,Niet mee eens,Niet mee eens,Neutraal,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Niet mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Neutraal,Niet mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal niet mee eens,Niet mee eens,Mee eens,Helemaal mee eens,Neutraal,Niet mee eens,Helemaal mee eens,Niet mee eens,Niet mee eens,Niet mee eens,Helemaal niet mee eens,2022-06-09 06:16:01,2022-06-09 06:28:09,580d8361a7,NA
WerktuigPPO |  May,a130g4kaax6c7jd7a130noq9bgc4od87,Ja,creatief schrijfcoach,schrijfcoachen,"Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Om mezelf meer als ondernemer te profileren,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn omzet te vergroten,Om mijn persoonlijke vaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Anders",2,2,8,1,Aandacht voor mindset,10,Persoonlijke ontwikkeling,Deze training helpt me als ondernemer sterker te staan. Meer op mijn eigen kwaliteiten te vertrouwen,Minder dan €1.000,100,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Niet mee eens,Mee eens,Niet mee eens,Niet mee eens,Niet mee eens,Neutraal,Helemaal mee eens,Mee eens,Niet mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Neutraal,Helemaal mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Mee eens,Neutraal,Helemaal mee eens,Mee eens,Niet mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Niet mee eens,Neutraal,Helemaal mee eens,Mee eens,Mee eens,Niet mee eens,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Mee eens,Mee eens,Mee eens,Niet mee eens,2022-06-07 09:20:24,2022-06-07 09:34:24,41433c4b8d,NA
WerktuigPPO |  May,hd748l2i3dhx1guqx3o6ghd748l2ylyj,Ja,Illustrator,Verkopen,"Om mijn ondernemerschapsvaardigheden te verbeteren,Om mezelf meer als ondernemer te profileren,Omdat ik een (fulltime) creatieve professional wil worden,Om mijn omzet te vergroten,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Om mijn bestaande creatieve onderneming beter te leren managen,Anders",10,2,8,0,,NA,,,Minder dan €1.000,80,Neutraal,Neutraal,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Helemaal niet mee eens,Niet mee eens,Neutraal,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Neutraal,Neutraal,Neutraal,Mee eens,Mee eens,Mee eens,Niet mee eens,Neutraal,2022-06-04 13:35:55,2022-06-04 13:48:06,1055c8c6f9,NA
WerktuigPPO |  May,an7trawezwexx49m8tp6an7trah7ms77,Ja,filmmaker,regisseren en scenarioschrijven,"Om mijn omzet te vergroten,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik de waarde van mijn creativiteit wil bepalen,Om mezelf meer als ondernemer te profileren,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Anders",9,2,8,1,In een netwerk van gelijk gestemden ook vooral van elkaar te leren en te ondersteunen,9,Persoonlijke ontwikkeling,"omdat dit alles samenvat: ik leer om mezelf beter te profileren, mezelf te verkopen en daarvoor moet ik eerst mezelf goed durven te bekijken en te verbeteren",€ 2.000 - € 2.500,100,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal niet mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,,Mee eens,Mee eens,Niet mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,,Neutraal,Mee eens,Neutraal,Mee eens,,Mee eens,Neutraal,Niet mee eens,Neutraal,2022-06-02 13:15:33,2022-06-02 13:38:07,658029df9b,NA
WerktuigPPO |  May,rtph6np59vmrsmrsmrtph6n09n1ofokr,Ja,Audiodocumentairemaker,Podcasts,"Om mijn omzet te vergroten,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Om mijn persoonlijke vaardigheden te verbeteren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders,Om mezelf meer als ondernemer te profileren,Omdat ik een (fulltime) creatieve professional wil worden,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik een gebrek aan zakelijke kennis heb",8,5,5,0,,NA,,,€ 3.500 - € 4.000,50,Mee eens,Mee eens,Mee eens,Mee eens,Niet mee eens,Helemaal mee eens,Niet mee eens,Neutraal,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Niet mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Neutraal,Mee eens,Neutraal,Niet mee eens,Neutraal,Mee eens,Neutraal,Mee eens,Neutraal,2022-06-01 13:50:49,2022-06-01 14:03:16,640e0f00aa,NA
WerktuigPPO |  May,92okz7iem7vnj7s7icv92iba4i5uqng3,Ja,Art Director,Produceren,"Om mijn persoonlijke vaardigheden te verbeteren,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Om mezelf meer als ondernemer te profileren,Om mijn omzet te vergroten,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik een (fulltime) creatieve professional wil worden,Anders",4,10,8,1,Sociale skills,8,Praktische verbeterstappen zoeken,Omdat ik nu nog kennis en kunde mis om een doel een specifieke vaardigheid professioneel te kunne uitvoeren,€ 3.500 - € 4.000,90,Mee eens,Mee eens,Neutraal,Neutraal,Helemaal niet mee eens,Mee eens,Niet mee eens,Niet mee eens,Niet mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Helemaal mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Neutraal,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Niet mee eens,Neutraal,Mee eens,Neutraal,Neutraal,Niet mee eens,Niet mee eens,Neutraal,Neutraal,Niet mee eens,Neutraal,2022-06-01 11:14:14,2022-06-01 11:26:10,d1147256e3,NA
WerktuigPPO |  May,srek42in9x1l6rndesrek99ooitwqz09,Ja,Actrice,Theatermaken,"Om mijn persoonlijke vaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn omzet te vergroten,Om mezelf meer als ondernemer te profileren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik de waarde van mijn creativiteit wil bepalen,Anders",10,0,5,0,,NA,,,€ 1.000 - € 1.500,100,Neutraal,Helemaal niet mee eens,Neutraal,Neutraal,Helemaal niet mee eens,Mee eens,Helemaal niet mee eens,Neutraal,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Neutraal,Neutraal,Mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Mee eens,Mee eens,Helemaal niet mee eens,2022-06-01 10:14:15,2022-06-01 10:19:55,e218b04370,NA
WerktuigPPO |  May,hh2mrx39na4sd0dl0e8r3hh2mlua71fd,Ja,Creatief producer,Produceren,"Anders,Om mijn persoonlijke vaardigheden te verbeteren,Om mijn omzet te vergroten,Omdat ik een (fulltime) creatieve professional wil worden,Om mijn ondernemerschapsvaardigheden te verbeteren,Om mijn bestaande creatieve onderneming beter te leren managen,Om mezelf meer als ondernemer te profileren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik de waarde van mijn creativiteit wil bepalen",0,0,0,1,"Taalvaardigheid (Duits in mijn geval), in conversatie en geschift",10,Praktische verbeterstappen zoeken,Ik richt me op praktische verbeterstappen om effectiever te zijn in de stappen die ik zet om te bereiken wat ik wil.,€ 4.500 - € 5.000,50,Helemaal niet mee eens,Helemaal mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Niet mee eens,Niet mee eens,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Niet mee eens,Neutraal,Helemaal mee eens,Niet mee eens,Mee eens,Neutraal,Neutraal,Helemaal mee eens,Niet mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Niet mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal mee eens,Neutraal,Niet mee eens,Mee eens,Niet mee eens,Mee eens,Mee eens,Niet mee eens,Neutraal,Niet mee eens,Neutraal,Niet mee eens,Helemaal niet mee eens,Neutraal,2022-06-01 09:49:19,2022-06-01 10:09:53,34a6132bd0,NA
WerktuigPPO |  May,s8y1yag55lvx0s1pks8y1uywxzxvi0tw,Ja,Grafisch vormgever,grafisch vormgeving,"Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Om mezelf meer als ondernemer te profileren,Om mijn persoonlijke vaardigheden te verbeteren,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik de waarde van mijn creativiteit wil bepalen,Om mijn omzet te vergroten,Omdat ik een gebrek aan zakelijke kennis heb,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Anders",5,8,9,0,,NA,,,€ 1.000 - € 1.500,75,Neutraal,Niet mee eens,Mee eens,Mee eens,Niet mee eens,Neutraal,Helemaal niet mee eens,Niet mee eens,Niet mee eens,Niet mee eens,Helemaal mee eens,Mee eens,Neutraal,Niet mee eens,Niet mee eens,Neutraal,Niet mee eens,Neutraal,Helemaal mee eens,Mee eens,Mee eens,Neutraal,Helemaal mee eens,Mee eens,Mee eens,Neutraal,Neutraal,Helemaal mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Neutraal,Neutraal,Neutraal,Mee eens,Neutraal,Neutraal,Mee eens,Niet mee eens,Mee eens,Neutraal,Niet mee eens,2022-06-01 09:51:48,2022-06-01 10:03:18,613eba872f,NA
WerktuigPPO |  June,qjeod6216fuqp68yh9qjeod6gvxydrpm,Ja,Personal Brand Fotograaf en Stylist,Personal Brand trajecten en fotoshoots,"Om mijn persoonlijke vaardigheden te verbeteren,Om mijn omzet te vergroten,Om mezelf meer als ondernemer te profileren,Omdat ik de waarde van mijn creativiteit wil bepalen,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik een (fulltime) creatieve professional wil worden,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Anders",4,10,7,0,,NA,,,€ 2.500 - € 3.000,100,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Neutraal,Helemaal mee eens,Neutraal,Mee eens,Mee eens,Niet mee eens,Neutraal,Niet mee eens,Mee eens,Neutraal,Niet mee eens,Niet mee eens,2022-09-07 07:24:57,2022-09-07 07:37:37,966067c4de,NA
WerktuigPPO |  June,vy9wa3u4zpoc9gkivy9828jb3n0wl6j7,Ja,actrice,acteren,"Om mijn persoonlijke vaardigheden te verbeteren,Om mijn omzet te vergroten,Om mijn ondernemerschapsvaardigheden te verbeteren,Omdat ik het moeilijk vind mezelf commercieel te exploiteren,Om mezelf meer als ondernemer te profileren,Om mijn bestaande creatieve onderneming beter te leren managen,Omdat ik de waarde van mijn creativiteit wil bepalen,Omdat ik een gebrek aan zakelijke kennis heb,Omdat ik teveel tijd kwijt ben aan zakelijke dingen ten koste van mijn creativiteit,Omdat ik te weinig tijd heb voor het ontwikkelen van een lange termijn strategie,Omdat ik een (fulltime) creatieve professional wil worden,Anders",7,9,8,0,,NA,,,€ 2.000 - € 2.500,100,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee eens,Helemaal niet mee eens,Helemaal mee eens,Neutraal,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Neutraal,Neutraal,Neutraal,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Mee eens,Niet mee eens,Niet mee eens,Neutraal,Mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Niet mee eens,Mee eens,Mee eens,Neutraal,Niet mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal niet mee eens,Helemaal niet mee eens,2022-07-26 09:08:39,2022-07-26 09:19:13,08f6886328,NA
